"Pcode
",Pcode Name,Governorate,District,Cadaster,Local Name,Latitude,Longitude,Shelter Type,Status,Number of Tents,Number of Ind,Date of the Update,Updated By,Updated On,Discovery Date,Date the site was created,Number of Latrines,Water Capacity in L,Number of SSBs,Number of Ind in SSBs,Type of Water Source,Waste Disposal,Waste Water Disposal,Type of Contract,Type of Internet Connection,Consultation Fee for PHC (3000/5000),Free Vaccination for Children under 12
52261-01-002,Ouaqf BG 002,Bekaa,West Bekaa,Ouaqf BG,,33.73799896,35.85900116,IS- Informal Settlement,Less than 4,2,12,12/14/16,Medair,Sixth Update - 2016,4/29/15,11/30/14,1,0,0,0,Water Trucking,Burn it,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
52264-01-001,Souairi 001,Bekaa,West Bekaa,Souairi,Sawiri 1,33.68780136,35.89640045,IS- Informal Settlement,Active,34,216,11/24/16,Medair,Sixth Update - 2016,4/11/14,5/11/11,33,40000,0,0,Borehole,Municipality Collection,Holding tank,Verbal,Wifi  / local Internet service provider,Yes,Yes
52264-01-003,Souairi 003,Bekaa,West Bekaa,Souairi,sawyre,33.68050003,35.90729904,IS- Informal Settlement,Inactive,0,0,11/24/16,Medair,Sixth Update - 2016,4/11/14,1/7/14,0,0,0,0,,,,,,,
52264-01-004,Souairi 004,Bekaa,West Bekaa,Souairi,,33.69350052,35.91059875,IS- Informal Settlement,Inactive,0,0,11/24/16,Medair,Sixth Update - 2016,4/11/14,3/7/11,0,0,0,0,,,,,,,
52264-01-005,Souairi 005,Bekaa,West Bekaa,Souairi,,33.6841011,35.90470123,IS- Informal Settlement,Inactive,0,0,11/24/16,Medair,Sixth Update - 2016,4/11/14,2/22/14,0,0,0,0,,,,,,,
52264-01-006,Souairi 006,Bekaa,West Bekaa,Souairi,,33.68349838,35.90230179,IS- Informal Settlement,Inactive,0,0,11/24/16,Medair,Sixth Update - 2016,8/10/14,7/30/13,0,0,0,0,,,,,,,
52264-01-007,Souairi 007,Bekaa,West Bekaa,Souairi,,33.70009995,35.90200043,IS- Informal Settlement,Less than 4,2,9,11/24/16,Medair,Sixth Update - 2016,8/10/14,8/13/13,0,1000,1,6,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
52264-01-008,Souairi 008,Bekaa,West Bekaa,Souairi,,33.68420029,35.90209961,IS- Informal Settlement,Less than 4,2,6,11/24/16,Medair,Sixth Update - 2016,3/9/15,4/4/11,2,3000,0,0,Water Trucking,Burn it,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
52264-01-009,Souairi 009,Bekaa,West Bekaa,Souairi,,33.69657898,35.91072083,IS- Informal Settlement,Less than 4,3,16,11/24/16,Medair,Sixth Update - 2016,10/9/16,8/10/16,1,1000,0,0,Borehole,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,No
52271-01-001,Harimé Es-Soughra 001,Bekaa,West Bekaa,Harimé Es-Soughra,,33.73509979,35.8628006,IS- Informal Settlement,Active,76,562,12/14/16,Medair,Sixth Update - 2016,9/21/14,9/6/14,59,88000,3,21,Water Trucking,Municipality Collection,Holding tank,Verbal,Wifi  / local Internet service provider,No,Yes
52271-01-002,Harimé Es-Soughra 002,Bekaa,West Bekaa,Harimé Es-Soughra,,33.73189926,35.8885994,IS- Informal Settlement,Less than 4,1,5,12/14/16,Medair,Sixth Update - 2016,6/9/15,10/31/14,1,1000,0,0,Borehole,Dump it outside the camp,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
52277-01-001,Marj BG 001,Bekaa,West Bekaa,Marj BG,,33.76269913,35.89049911,IS- Informal Settlement,Active,184,1205,12/15/16,Medair,Sixth Update - 2016,4/3/14,2/2/12,180,182000,5,24,Water Trucking,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-002,Marj BG 002,Bekaa,West Bekaa,Marj BG,,33.75189972,35.87319946,IS- Informal Settlement,Active,11,66,12/14/16,Medair,Sixth Update - 2016,3/3/14,3/2/13,8,12000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-003,Marj BG 003,Bekaa,West Bekaa,Marj BG,,33.76539993,35.88790131,IS- Informal Settlement,Active,134,829,12/15/16,Medair,Sixth Update - 2016,4/3/14,2/5/15,132,134000,0,0,Water Trucking,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-004,Marj BG 004,Bekaa,West Bekaa,Marj BG,,33.7582016,35.85990143,IS- Informal Settlement,Active,42,244,12/14/16,Medair,Sixth Update - 2016,5/3/14,1/4/12,36,48000,0,0,Water Trucking,Municipality Collection,Holding tank,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-005,Marj BG 005,Bekaa,West Bekaa,Marj BG,ElMarj 8,33.7492981,35.86650085,IS- Informal Settlement,Inactive,0,0,12/14/16,Medair,Sixth Update - 2016,8/19/14,3/4/11,0,0,0,0,,,,,,,
52277-01-006,Marj BG 006,Bekaa,West Bekaa,Marj BG,ElMarj 9,33.75910187,35.87889862,IS- Informal Settlement,Active,5,33,12/14/16,Medair,Sixth Update - 2016,3/3/14,8/3/14,2,8000,0,0,Water Trucking,Dump it outside the camp,Septic tank,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-007,Marj BG 007,Bekaa,West Bekaa,Marj BG,ElMarj 10,33.77429962,35.89179993,IS- Informal Settlement,Active,15,101,12/15/16,Medair,Sixth Update - 2016,4/3/14,11/4/13,15,15000,0,0,Water Trucking,Dump it outside the camp,Holding tank,Verbal,Wifi  / local Internet service provider,No,Yes
52277-01-008,Marj BG 008,Bekaa,West Bekaa,Marj BG,ElMarj 11,33.76589966,35.86819839,IS- Informal Settlement,Active,11,69,12/14/16,Medair,Sixth Update - 2016,5/3/14,1/5/13,9,14000,0,0,Water Trucking,Municipality Collection,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-009,Marj BG 009,Bekaa,West Bekaa,Marj BG,ElMarj 12,33.76842117,35.89196014,IS- Informal Settlement,Active,15,83,12/15/16,Medair,Sixth Update - 2016,3/3/14,3/3/12,10,16000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,No,Yes
52277-01-010,Marj BG 010,Bekaa,West Bekaa,Marj BG,ElMarj 7,33.75030136,35.87519836,IS- Informal Settlement,Active,57,369,12/14/16,Medair,Sixth Update - 2016,3/3/14,1/3/11,48,56000,0,0,Water Trucking,Municipality Collection,Holding tank,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-012,Marj BG 012,Bekaa,West Bekaa,Marj BG,El Marej,33.75939941,35.8810997,IS- Informal Settlement,Less than 4,2,9,12/15/16,Medair,Sixth Update - 2016,3/3/14,3/3/12,2,2000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-013,Marj BG 013,Bekaa,West Bekaa,Marj BG,el marj,33.76620102,35.8871994,IS- Informal Settlement,Active,9,49,12/15/16,Medair,Sixth Update - 2016,4/3/14,5/4/11,9,9000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-014,Marj BG 014,Bekaa,West Bekaa,Marj BG,el marj,33.76649857,35.88740158,IS- Informal Settlement,Less than 4,2,7,12/15/16,Medair,Sixth Update - 2016,4/3/14,3/4/12,2,2000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-015,Marj BG 015,Bekaa,West Bekaa,Marj BG,almarej,33.74909973,35.87459946,IS- Informal Settlement,Active,39,193,12/15/16,Medair,Sixth Update - 2016,3/3/14,2/3/13,16,35000,5,34,Water Trucking,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-016,Marj BG 016,Bekaa,West Bekaa,Marj BG,al marej,33.75249863,35.86840057,IS- Informal Settlement,Active,7,40,12/14/16,Medair,Sixth Update - 2016,3/3/14,12/2/13,5,8000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,No,Yes
52277-01-017,Marj BG 017,Bekaa,West Bekaa,Marj BG,el marej,33.76919937,35.87060165,IS- Informal Settlement,Active,46,288,12/15/16,Medair,Sixth Update - 2016,5/3/14,3/5/12,23,48000,0,0,Water Trucking,Municipality Collection,Holding tank,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-018,Marj BG 018,Bekaa,West Bekaa,Marj BG,al marej,33.75419998,35.8783989,IS- Informal Settlement,Active,15,71,12/15/16,Medair,Sixth Update - 2016,3/3/14,1/2/12,12,16000,0,0,Water Trucking,Municipality Collection,Holding tank,Verbal,Wifi  / local Internet service provider,No,Yes
52277-01-019,Marj BG 019,Bekaa,West Bekaa,Marj BG,marej,33.74449921,35.86449814,IS- Informal Settlement,Active,122,752,12/15/16,Medair,Sixth Update - 2016,3/3/14,1/3/14,78,126000,0,0,Water Trucking,Municipality Collection,Holding tank,Written,Wifi  / local Internet service provider,Yes,Yes
52277-01-020,Marj BG 020,Bekaa,West Bekaa,Marj BG,al marej,33.75490189,35.87129974,IS- Informal Settlement,Active,4,31,12/14/16,Medair,Sixth Update - 2016,3/3/14,12/2/13,3,7000,3,13,Water Trucking,Municipality Collection,Holding tank,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-021,Marj BG 021,Bekaa,West Bekaa,Marj BG,al marej,33.74769974,35.8730011,IS- Informal Settlement,Inactive,0,0,12/15/16,Medair,Sixth Update - 2016,3/3/14,1/3/14,0,0,0,0,,,,,,,
52277-01-022,Marj BG 022,Bekaa,West Bekaa,Marj BG,ElMarj 6,33.76449966,35.86360931,IS- Informal Settlement,Active,20,101,12/14/16,Medair,Sixth Update - 2016,5/3/14,3/5/13,9,20000,0,0,Water Trucking,Municipality Collection,Holding tank,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-023,Marj BG 023,Bekaa,West Bekaa,Marj BG,,33.76390076,35.86050034,IS- Informal Settlement,Less than 4,2,34,12/14/16,Medair,Sixth Update - 2016,5/3/14,3/5/13,2,7000,0,0,Water Trucking,Municipality Collection,Holding tank,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-024,Marj BG 024,Bekaa,West Bekaa,Marj BG,Hamdanieh,33.76580048,35.87929916,IS- Informal Settlement,Active,60,327,12/15/16,Medair,Sixth Update - 2016,5/3/14,11/5/13,8,107000,46,233,Water Trucking,Municipality Collection,Holding tank,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-025,Marj BG 025,Bekaa,West Bekaa,Marj BG,,33.75479889,35.87779999,IS- Informal Settlement,Active,8,36,12/14/16,Medair,Sixth Update - 2016,5/6/14,2/6/13,4,9000,2,10,Water Trucking,Municipality Collection,Holding tank,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-026,Marj BG 026,Bekaa,West Bekaa,Marj BG,Al ghouta,33.76789856,35.87900162,IS- Informal Settlement,Active,24,118,12/15/16,Medair,Sixth Update - 2016,5/6/14,3/6/14,0,28000,16,68,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-027,Marj BG 027,Bekaa,West Bekaa,Marj BG,,33.75999832,35.89039993,IS- Informal Settlement,Active,14,82,12/15/16,Medair,Sixth Update - 2016,5/7/14,1/7/13,11,10000,0,0,Water Trucking,Burn it,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,No,No
52277-01-028,Marj BG 028,Bekaa,West Bekaa,Marj BG,,33.77315903,35.88935089,IS- Informal Settlement,Inactive,0,0,12/15/16,Medair,Sixth Update - 2016,6/16/14,3/16/14,0,0,0,0,,,,,,,
52277-01-029,Marj BG 029,Bekaa,West Bekaa,Marj BG,,33.76340103,35.88909912,IS- Informal Settlement,Active,23,144,12/15/16,Medair,Sixth Update - 2016,6/16/14,7/16/13,23,26000,1,6,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-030,Marj BG 030,Bekaa,West Bekaa,Marj BG,,33.76570129,35.86729813,IS- Informal Settlement,Active,8,40,12/14/16,Medair,Sixth Update - 2016,6/16/14,4/16/13,4,6000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-031,Marj BG 031,Bekaa,West Bekaa,Marj BG,,33.76029968,35.86289978,IS- Informal Settlement,Active,4,25,12/14/16,Medair,Sixth Update - 2016,6/16/14,12/2/13,3,5000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-032,Marj BG 032,Bekaa,West Bekaa,Marj BG,,33.74710083,35.86299896,IS- Informal Settlement,Less than 4,2,12,12/14/16,Medair,Sixth Update - 2016,6/17/14,11/17/13,1,2000,0,0,Borehole,Burn it,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-033,Marj BG 033,Bekaa,West Bekaa,Marj BG,,33.74840164,35.87400055,IS- Informal Settlement,Active,38,256,12/15/16,Medair,Sixth Update - 2016,6/17/14,12/1/15,36,39000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-035,Marj BG 035,Bekaa,West Bekaa,Marj BG,Al berr,33.75310135,35.87820053,IS- Informal Settlement,Active,44,247,12/15/16,Medair,Sixth Update - 2016,8/17/14,9/17/13,38,67000,20,113,Water Trucking,Municipality Collection,Holding tank,None,Wifi  / local Internet service provider,Yes,No
52277-01-036,Marj BG 036,Bekaa,West Bekaa,Marj BG,,33.77030182,35.88560104,IS- Informal Settlement,Less than 4,1,2,12/14/16,Medair,Sixth Update - 2016,8/13/14,6/2/14,1,0,0,0,Borehole,Municipality Collection,Cesspit,Verbal,No Internet access,Yes,Yes
52277-01-037,Marj BG 037,Bekaa,West Bekaa,Marj BG,,33.75920105,35.88209915,IS- Informal Settlement,Active,5,34,12/15/16,Medair,Sixth Update - 2016,8/13/14,6/10/14,3,7000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-038,Marj BG 038,Bekaa,West Bekaa,Marj BG,,33.76119995,35.8647995,IS- Informal Settlement,Inactive,0,0,12/14/16,Medair,Sixth Update - 2016,8/15/14,4/15/13,0,0,0,0,,,,,,,
52277-01-039,Marj BG 039,Bekaa,West Bekaa,Marj BG,,33.74779892,35.86999893,IS- Informal Settlement,Less than 4,1,9,12/15/16,Medair,Sixth Update - 2016,8/17/14,9/15/13,1,1000,0,0,Water Network,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-040,Marj BG 040,Bekaa,West Bekaa,Marj BG,,33.74599838,35.87049866,IS- Informal Settlement,Inactive,0,0,12/14/16,Medair,Sixth Update - 2016,8/17/14,4/7/14,0,0,0,0,,,,,,,
52277-01-041,Marj BG 041,Bekaa,West Bekaa,Marj BG,,33.74259949,35.86330032,IS- Informal Settlement,Inactive,0,0,12/14/16,Medair,Sixth Update - 2016,8/13/14,7/20/14,0,0,0,0,,,,,,,
52277-01-042,Marj BG 042,Bekaa,West Bekaa,Marj BG,,33.76129913,35.88410187,IS- Informal Settlement,Less than 4,1,7,12/15/16,Medair,Sixth Update - 2016,7/24/14,1/6/14,0,0,1,7,Water Trucking,Municipality Collection,Municipality sewer network / treated,None,Mobile network - 3G / 4G,Yes,No
52277-01-043,Marj BG 043,Bekaa,West Bekaa,Marj BG,,33.7567215,35.87084961,IS- Informal Settlement,Inactive,0,0,12/14/16,Medair,Sixth Update - 2016,8/14/14,8/12/14,0,0,0,0,,,,,,,
52277-01-044,Marj BG 044,Bekaa,West Bekaa,Marj BG,,33.76470184,35.87630081,IS- Informal Settlement,Active,9,34,12/15/16,Medair,Sixth Update - 2016,8/15/14,5/15/12,0,9000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-045,Marj BG 045,Bekaa,West Bekaa,Marj BG,,33.76490021,35.86560059,IS- Informal Settlement,Active,12,56,12/14/16,Medair,Sixth Update - 2016,8/15/14,6/15/14,0,10000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-046,Marj BG 046,Bekaa,West Bekaa,Marj BG,abo amer iraqi,33.77470016,35.88079834,IS- Informal Settlement,Active,14,81,12/14/16,Medair,Sixth Update - 2016,11/18/14,11/18/10,0,10000,1,10,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-047,Marj BG 047,Bekaa,West Bekaa,Marj BG,,33.74670029,35.87210083,IS- Informal Settlement,Active,4,33,12/15/16,Medair,Sixth Update - 2016,2/10/15,9/13/14,2,4000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-048,Marj BG 048,Bekaa,West Bekaa,Marj BG,,33.75730133,35.88040161,IS- Informal Settlement,Less than 4,3,13,12/15/16,Medair,Sixth Update - 2016,2/10/15,12/11/14,2,3000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-049,Marj BG 049,Bekaa,West Bekaa,Marj BG,,33.76843643,35.87123871,IS- Informal Settlement,Active,6,37,12/14/16,Medair,Sixth Update - 2016,2/10/15,2/19/14,2,8000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,Yes,Yes
52277-01-050,Marj BG 050,Bekaa,West Bekaa,Marj BG,,33.76979065,35.87055206,IS- Informal Settlement,Active,12,74,12/15/16,Medair,Sixth Update - 2016,2/10/15,12/15/14,4,12000,0,0,Water Trucking,Municipality Collection,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-051,Marj BG 051,Bekaa,West Bekaa,Marj BG,,33.7737999,35.87760162,IS- Informal Settlement,Active,4,29,12/15/16,Medair,Sixth Update - 2016,2/16/15,2/26/13,2,6000,2,6,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-052,Marj BG 052,Bekaa,West Bekaa,Marj BG,,33.74409866,35.86000061,IS- Informal Settlement,Active,39,290,12/14/16,Medair,Sixth Update - 2016,3/11/15,2/28/14,23,24000,0,0,Water Trucking,Dump it outside the camp,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-053,Marj BG 053,Bekaa,West Bekaa,Marj BG,,33.74829865,35.86840057,IS- Informal Settlement,Inactive,0,0,12/14/16,Medair,Sixth Update - 2016,3/11/15,2/18/15,0,0,0,0,,,,,,,
52277-01-054,Marj BG 054,Bekaa,West Bekaa,Marj BG,,33.75299835,35.87329865,IS- Informal Settlement,Less than 4,2,16,12/14/16,Medair,Sixth Update - 2016,3/11/15,12/8/14,1,1000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-055,Marj BG 055,Bekaa,West Bekaa,Marj BG,,33.75790024,35.87919998,IS- Informal Settlement,Less than 4,2,12,12/15/16,Medair,Sixth Update - 2016,3/12/15,5/15/14,2,3000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-056,Marj BG 056,Bekaa,West Bekaa,Marj BG,,33.75630188,35.88010025,IS- Informal Settlement,Less than 4,2,14,12/15/16,Medair,Sixth Update - 2016,3/11/15,3/1/15,2,2000,5,31,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
52277-01-057,Marj BG 057,Bekaa,West Bekaa,Marj BG,,33.76900101,35.88830185,IS- Informal Settlement,Less than 4,2,8,12/15/16,Medair,Sixth Update - 2016,3/16/15,3/8/15,1,1000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,No Internet access,No,Yes
52277-01-058,Marj BG 058,Bekaa,West Bekaa,Marj BG,,33.76160049,35.86439896,IS- Informal Settlement,Less than 4,2,16,12/14/16,Medair,Sixth Update - 2016,3/11/15,2/29/12,1,3000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-059,Marj BG 059,Bekaa,West Bekaa,Marj BG,,33.76160049,35.86750031,IS- Informal Settlement,Inactive,0,0,12/14/16,Medair,Sixth Update - 2016,3/11/15,6/10/11,0,0,0,0,,,,,,,
52277-01-060,Marj BG 060,Bekaa,West Bekaa,Marj BG,,33.76210022,35.86930084,IS- Informal Settlement,Less than 4,1,8,12/14/16,Medair,Sixth Update - 2016,3/11/15,3/4/15,1,1000,0,0,Borehole,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-061,Marj BG 061,Bekaa,West Bekaa,Marj BG,,33.76269913,35.86520004,IS- Informal Settlement,Less than 4,1,6,12/14/16,Medair,Sixth Update - 2016,3/11/15,3/6/12,0,1000,0,0,Borehole,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
52277-01-062,Marj BG 062,Bekaa,West Bekaa,Marj BG,,33.76380157,35.86449814,IS- Informal Settlement,Active,16,94,12/14/16,Medair,Sixth Update - 2016,3/11/15,1/31/15,11,18000,0,0,Borehole,Municipality Collection,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-063,Marj BG 063,Bekaa,West Bekaa,Marj BG,,33.7641983,35.86040115,IS- Informal Settlement,Active,5,34,12/14/16,Medair,Sixth Update - 2016,3/11/15,3/5/15,5,7000,1,4,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-064,Marj BG 064,Bekaa,West Bekaa,Marj BG,,33.76549911,35.86909866,IS- Informal Settlement,Less than 4,1,8,12/14/16,Medair,Sixth Update - 2016,3/11/15,2/27/12,0,0,0,0,Others,Municipality Collection,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,Yes,Yes
52277-01-065,Marj BG 065,Bekaa,West Bekaa,Marj BG,,33.76789856,35.87070084,IS- Informal Settlement,Less than 4,2,14,12/14/16,Medair,Sixth Update - 2016,3/11/15,1/31/15,1,1000,0,0,Borehole,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-066,Marj BG 066,Bekaa,West Bekaa,Marj BG,,33.7677002,35.86930084,IS- Informal Settlement,Less than 4,2,16,12/14/16,Medair,Sixth Update - 2016,3/11/15,3/27/12,2,2000,0,0,Borehole,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
52277-01-067,Marj BG 067,Bekaa,West Bekaa,Marj BG,,33.75529861,35.8730011,IS- Informal Settlement,Less than 4,1,20,12/14/16,Medair,Sixth Update - 2016,5/4/15,3/28/15,2,2000,0,0,Borehole,Municipality Collection,Direct discharge to environment,None,Wifi  / local Internet service provider,No,Yes
52277-01-068,Marj BG 068,Bekaa,West Bekaa,Marj BG,,33.74580002,35.87039948,IS- Informal Settlement,Inactive,0,0,12/14/16,Medair,Sixth Update - 2016,5/4/15,1/16/15,0,0,0,0,,,,,,,
52277-01-069,Marj BG 069,Bekaa,West Bekaa,Marj BG,,33.74769974,35.86859894,IS- Informal Settlement,Less than 4,1,0,12/14/16,Medair,Sixth Update - 2016,5/4/15,3/28/15,0,0,0,0,,,,,,,
52277-01-070,Marj BG 070,Bekaa,West Bekaa,Marj BG,,33.75730133,35.87009811,IS- Informal Settlement,Inactive,0,0,12/14/16,Medair,Sixth Update - 2016,5/4/15,5/15/14,0,0,0,0,,,,,,,
52277-01-071,Marj BG 071,Bekaa,West Bekaa,Marj BG,,33.75880051,35.88230133,IS- Informal Settlement,Less than 4,2,8,12/15/16,Medair,Sixth Update - 2016,5/4/15,5/15/14,1,2000,0,0,Borehole,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
